Episode,Total Reward,Agent 0 Reward,Agent 1 Reward,Agent 2 Reward,Agent 3 Reward,Agent 4 Reward,Agent 5 Reward,Agent 6 Reward,Agent 7 Reward
618,[653.38537036],[98.13304214],[130.11930982],[105.03293462],[60.90971892],[110.35026925],[0.],[82.04226341],[66.7978322]
619,[597.62577541],[166.49081142],[42.0664542],[106.9284591],[69.66362931],[55.11534188],[0.],[58.12376143],[99.23731808]
620,[618.72557705],[78.50145181],[52.23843349],[112.2818959],[36.99013384],[151.18196199],[-4.2810275],[75.63341535],[116.17931217]
621,[-131.27423654],[-1.78901892],[-41.59510447],[14.01524349],[-16.05481196],[-9.45664748],[-85.65133419],[64.48262925],[-55.22519227]
622,[604.22040656],[96.29938103],[46.27855064],[126.89098662],[58.74869015],[119.78341605],[0.],[45.4003922],[110.81898987]
623,[640.40444709],[74.07999689],[89.45254614],[89.83505114],[77.67746958],[75.21190306],[0.],[103.48620455],[130.66127573]
624,[661.238635],[75.61369696],[70.65202559],[62.04564135],[103.98747692],[88.72756263],[-0.00027576],[153.6843539],[106.52815339]
625,[625.53388504],[141.49825775],[127.580597],[83.62171866],[48.88814176],[85.2813717],[0.],[38.56495067],[100.0988475]
626,[690.98131073],[67.02420078],[105.29182511],[127.75536824],[97.99158338],[87.40483087],[-0.00042389],[84.86906648],[120.64485977]
627,[594.94608355],[91.02464931],[69.54233753],[80.47576072],[81.91891456],[76.92804154],[0.],[112.01012194],[83.04625796]
628,[520.23043703],[123.36797446],[78.00289122],[93.50436605],[41.56030988],[74.65284267],[-11.14085827],[19.04013541],[101.24277561]
629,[557.10276822],[97.66878976],[84.42985542],[58.7001205],[61.81384071],[95.63309193],[-9.7068517],[117.83324938],[50.73067223]
630,[675.20701648],[96.98980471],[103.87546254],[103.00613854],[100.93389291],[69.10004655],[0.],[97.39429833],[103.9073729]
631,[-918.4800732],[-102.03580513],[-96.83059216],[-115.46383612],[-101.6873301],[-71.64431622],[-187.5232319],[-103.39407197],[-139.9008896]
632,[-377.87704956],[17.80587399],[-92.10495698],[-50.53978661],[-20.51721558],[-52.33939433],[-120.20922001],[-20.71715999],[-39.25519006]
633,[609.35168503],[112.66129548],[40.22938602],[149.10201207],[59.96087343],[114.04762146],[0.],[67.89642978],[65.45406679]
634,[577.82320559],[68.98314578],[86.10326031],[81.00197632],[84.41312181],[41.17031418],[0.],[99.69053089],[116.4608563]
635,[591.22717771],[58.78971012],[83.98378295],[94.82963435],[75.04514409],[67.014775],[0.],[104.50554215],[107.05858904]
636,[628.2700076],[64.47256638],[102.71465272],[72.7995069],[87.23810988],[127.40482111],[0.],[64.40402363],[109.23632698]
637,[614.34186747],[80.09779545],[86.1973816],[75.71519491],[101.90634264],[64.58674376],[0.],[132.62894419],[73.20946492]
638,[-137.04193362],[-15.91050379],[-17.0050511],[-15.99266822],[-17.82550137],[-16.69015914],[-19.38193691],[-18.06743208],[-16.168681]
639,[561.98283875],[77.67339124],[80.99575068],[43.95444922],[44.7861225],[93.39580123],[-0.67990816],[153.55563105],[68.30160099]
640,[-138.88624234],[-16.707469],[-16.72489964],[-15.92291494],[-17.86478229],[-17.18249038],[-19.44374322],[-17.96250743],[-17.07743545]
641,[225.09634197],[72.87887182],[81.36022435],[49.99828954],[-9.58034544],[8.94781364],[-48.38407134],[24.07048721],[45.8050722]
642,[4.26337732],[3.94736344],[-0.93238349],[1.34713084],[7.26063255],[-0.90786035],[-16.29395962],[1.73897443],[8.10347953]
643,[601.64699044],[58.93454866],[121.7875819],[85.1618902],[73.945167],[130.53876158],[-0.00187278],[59.59027272],[71.69064116]
644,[677.26995647],[137.21936552],[127.24802306],[77.95432723],[97.3422683],[73.8131161],[0.],[88.14307623],[75.54978003]
645,[624.03214923],[108.95936668],[143.25505219],[102.59715723],[34.58783161],[102.633337],[0.],[54.96010171],[77.03930281]
646,[-585.79234165],[-67.3846606],[-107.22790857],[-65.09640567],[-45.4610457],[-76.11851688],[-146.4627202],[-41.53841805],[-36.50266599]
647,[2.53389216],[-2.53554085],[-4.05559138],[8.33546184],[9.50196247],[5.81679347],[-16.29395962],[0.39034957],[1.37441668]
648,[633.77874802],[123.74328796],[79.47139476],[124.6814044],[71.93141921],[97.5179562],[0.],[54.51112878],[81.92215671]
649,[638.01135296],[49.41040256],[122.65907258],[135.43717178],[36.4976371],[55.37816887],[0.],[112.44022081],[126.18867926]
650,[609.58901659],[66.54471864],[114.76886048],[60.89912949],[68.32808796],[97.6821408],[0.],[93.33991933],[108.02615988]
651,[661.73608751],[75.56604672],[121.3902474],[116.43066222],[66.64652089],[106.10399433],[0.],[84.38259326],[91.2160227]
652,[587.25735273],[82.4983117],[36.21994384],[86.43234267],[109.76050722],[64.61261151],[-8.01370556],[101.9529905],[113.79435084]
653,[617.7811504],[78.15379676],[106.94302418],[95.4705801],[80.00892064],[106.94751226],[0.],[65.02176237],[85.23555409]
654,[656.75506212],[84.08717891],[129.9359415],[108.35117431],[74.73802579],[93.69590008],[0.],[88.67938963],[77.26745191]
655,[587.13135427],[54.26047781],[60.72621062],[114.29061161],[64.21500249],[96.86447442],[-6.36615944],[130.56332803],[72.57740874]
656,[662.01920405],[115.33065261],[111.46822812],[64.10421393],[88.21438869],[90.41080696],[0.],[62.49416688],[129.99674687]
657,[692.08272953],[78.04898449],[93.64238942],[77.89789961],[98.6061764],[98.50402759],[0.],[111.55812953],[133.82512248]
658,[96.68974202],[33.18720893],[35.59385977],[49.11693986],[-20.36885282],[-20.03219726],[-64.14416959],[52.98496824],[30.35198489]
659,[-279.07554663],[-6.13210998],[-30.82385516],[-38.22182798],[-23.74704473],[-40.36722129],[-102.87231069],[-40.7258683],[3.8146915]
660,[663.7674548],[59.17559169],[92.01483216],[142.69196915],[46.33940017],[66.29693419],[0.],[141.62859357],[115.62013387]
661,[-764.96688891],[-88.91887196],[-77.39101437],[-109.02234186],[-95.01207587],[-66.37742076],[-164.52464461],[-98.2348409],[-65.48567858]
662,[414.89133376],[94.99442656],[104.87035941],[48.98549922],[17.21159925],[28.47549899],[-23.56023051],[73.66676448],[70.24741635]
663,[620.72059698],[31.44355572],[107.18125257],[77.93051655],[134.59511281],[86.41490067],[0.],[128.2469366],[54.90832206]
664,[640.50689846],[93.91501218],[45.39463456],[102.20994952],[130.83816345],[97.81230493],[0.],[79.11240667],[91.22442716]
665,[709.10858028],[81.42579696],[168.88586515],[96.0053853],[74.52288188],[91.23264663],[-0.04055112],[121.38060781],[75.69594769]
666,[342.68372509],[56.73026049],[33.74828988],[61.20075463],[64.49613456],[38.91508319],[-6.878],[45.19600097],[49.27520137]
667,[645.89310862],[129.26748006],[48.54579624],[92.27095125],[47.45732986],[90.54749324],[-0.00337472],[99.57766795],[138.22976473]
668,[637.21244296],[98.58780025],[72.02170946],[88.47087007],[142.20567929],[50.42440216],[-0.02022079],[96.90788193],[88.61432058]
669,[674.20206129],[115.75000924],[80.83787525],[74.11812491],[65.96128527],[114.26417752],[0.],[126.42585125],[96.84473785]
670,[286.20218886],[54.10850391],[35.34132274],[91.12829286],[17.7106016],[37.77882646],[-42.45598075],[79.37051294],[13.22010911]
671,[661.212979],[77.22057558],[35.97725867],[90.2096171],[123.41243093],[105.50540626],[0.],[63.77525808],[165.11243238]
672,[512.27290803],[81.29031563],[89.46350288],[94.82319354],[93.48894864],[57.12277434],[-3.8],[49.06260098],[50.82157202]
673,[545.41975621],[75.05671447],[69.45185719],[96.75273346],[71.23154289],[69.9649822],[0.],[58.75626296],[104.20566305]
674,[78.42828153],[6.78389033],[16.03859741],[9.47303304],[17.16286357],[7.25567403],[-13.72378808],[14.22365337],[21.21435786]
675,[622.33839365],[129.28861798],[83.13412049],[47.26164329],[114.53145363],[72.91940606],[0.],[97.85988793],[77.34326428]
676,[694.43209162],[145.62414269],[96.74305939],[120.57302873],[97.78205979],[58.32214011],[-0.00073969],[67.56326401],[107.8251366]
677,[-314.11636337],[-27.44458535],[-49.98145675],[15.47212641],[-48.32809118],[3.3449528],[-119.15444168],[-49.17984838],[-38.84501924]
678,[-79.0248772],[-8.33774314],[-9.47586371],[-6.84991801],[-8.79150392],[-10.28557411],[-18.0304582],[-10.14248311],[-7.111333]
679,[642.70021736],[102.9998824],[106.00025346],[70.0744194],[122.93390391],[69.85286544],[0.],[79.30878929],[91.53010346]
680,[628.71444469],[119.22465379],[37.788799],[103.90437267],[69.09549582],[81.72749997],[0.],[101.28486074],[115.68876269]
681,[175.39456105],[11.91920001],[55.81271589],[27.51716201],[24.08802438],[12.54592461],[-59.17456506],[49.73052744],[52.95557176]
682,[717.62896131],[92.52815338],[68.88262521],[132.10808613],[115.75111648],[102.14312955],[0.],[118.82882286],[87.38702771]
683,[592.21377837],[89.02320818],[130.68242726],[82.82254555],[97.99512646],[52.93410311],[0.],[42.19900107],[96.55736674]
684,[595.11398875],[99.10810431],[72.4267083],[91.70683814],[46.44686102],[63.28165618],[0.],[76.75257561],[145.39124517]
685,[548.98941054],[115.56256225],[56.87446827],[55.16461254],[92.9055205],[43.4263208],[0.],[98.10236586],[86.95356031]
686,[664.75603222],[128.23071753],[88.65243873],[124.77262783],[92.37363185],[49.0584783],[0.],[118.39662411],[63.27151388]
687,[610.56394874],[119.85754208],[62.85958119],[131.47990031],[76.52928632],[75.74168525],[0.],[107.80834706],[36.28760653]
688,[628.4209819],[49.13154569],[93.08743945],[116.84238035],[52.74682981],[92.20009384],[-1.87133604],[106.07621324],[120.20781556]
689,[341.20517752],[8.34660952],[105.01221623],[20.07637268],[41.06669966],[22.09169019],[-26.85725058],[89.71615871],[81.75268111]
690,[-161.48153792],[-10.20289018],[-22.2384987],[-21.12717962],[-8.10226531],[-29.14054666],[-39.33053028],[-20.50171887],[-10.83790828]
691,[599.68721779],[66.73710563],[111.9973839],[124.42505732],[62.26350981],[49.75112695],[0.],[52.36412583],[132.14890835]
692,[642.68720792],[92.15238527],[79.6277151],[74.07151302],[63.61929156],[137.40905972],[0.],[101.6477712],[94.15947204]
693,[605.25475271],[125.68985708],[51.01877764],[41.85603639],[70.87288924],[61.09198209],[-2.7702],[128.94196831],[128.55344196]
694,[-144.37470696],[-17.4679897],[-16.85984281],[-17.64153373],[-18.50442514],[-18.03359306],[-19.63503993],[-17.78763937],[-18.44464323]
695,[585.34489996],[104.29164693],[55.16647458],[46.01969096],[97.42070056],[74.36144274],[-3.63414713],[93.00125149],[118.71783982]
696,[575.57374239],[87.0909096],[99.87145093],[61.7161681],[32.87784348],[89.89294908],[-3.98897063],[79.55674933],[128.55664248]
697,[579.05652778],[65.91834541],[62.88030794],[52.95156578],[117.48356408],[51.88873577],[0.],[116.18731185],[111.74669696]
698,[700.60497217],[133.3175524],[101.68229403],[100.36957045],[55.82821827],[113.6045424],[0.],[121.69678338],[74.10601124]
699,[599.55929417],[68.62390154],[37.92302172],[160.66324479],[133.29343037],[38.09517709],[0.],[73.6491829],[87.31133577]
700,[617.04671603],[100.87500093],[49.73720257],[119.97648939],[74.75231257],[108.8043335],[0.],[74.34137848],[88.55999859]
701,[380.72949268],[87.68951126],[44.66138103],[61.46316309],[28.54944873],[31.70339859],[-22.06314778],[88.89729556],[59.82844218]
702,[634.42308464],[92.4074053],[81.24520575],[83.38071566],[76.14403896],[120.32462883],[0.],[102.19194826],[78.72914188]
703,[636.35542836],[94.48137108],[78.56780681],[61.99844032],[158.92443481],[50.26165111],[-3.98813226],[80.74500833],[115.36484816]
704,[-756.10005373],[-92.80745056],[-52.97747658],[-34.4536125],[-125.13948],[-132.56021169],[-173.13980756],[-48.67298247],[-96.34903239]
705,[-306.27195005],[-48.85701104],[-81.17460984],[-23.75823323],[-12.6580971],[-13.4181231],[-113.95391873],[-2.95632147],[-9.49563554]
706,[-36.0827828],[-22.39938815],[-9.4687846],[-4.31948569],[14.82506267],[0.66386121],[-78.43162491],[56.77892192],[6.26865476]
707,[719.94076105],[106.37913018],[163.65997531],[104.50925305],[50.04571276],[101.54212319],[0.],[116.16533099],[77.63923556]
708,[634.5324994],[115.03837314],[101.09725425],[101.11855188],[66.22990865],[89.38673764],[0.],[49.27204484],[112.38962901]
709,[645.91851741],[85.12995133],[125.79420386],[92.60065943],[105.6847961],[65.85127154],[0.],[105.62584035],[65.2317948]
710,[410.97554265],[97.57868732],[46.40242938],[59.858809],[85.04709263],[29.12480443],[-23.40690583],[50.05490541],[66.3157203]
711,[447.52295879],[61.43836891],[82.4104096],[90.53364435],[32.3289391],[61.39656355],[-19.99462871],[82.41871511],[56.99094688]
712,[619.7004225],[80.267423],[71.11760319],[79.6755412],[22.88747004],[121.79925342],[0.],[113.40972532],[130.54340631]
713,[643.22859473],[95.97945326],[100.86852183],[63.76345987],[89.73945659],[77.91065367],[0.],[77.03522837],[137.93182114]
714,[597.19727799],[125.44175497],[82.62483757],[102.1764073],[75.33299569],[55.68797897],[0.],[56.92326769],[99.0100358]
715,[564.44743629],[47.2877196],[87.32290653],[95.81597637],[32.1491984],[126.92997657],[0.],[43.63116053],[131.31049828]
716,[639.617984],[69.27424396],[71.45078603],[86.96511927],[156.16984856],[57.20995616],[0.],[92.69253685],[105.85549316]
717,[526.86032757],[82.05730141],[106.86033752],[123.81456651],[10.03684011],[95.40197232],[0.],[48.56375885],[60.12555085]
718,[642.33766602],[61.58263428],[76.59965062],[167.66031633],[40.76109147],[92.62319979],[-0.00059041],[90.4627145],[112.64864945]
719,[366.23735653],[46.90493709],[61.99961116],[20.26173221],[51.84938536],[64.31979288],[-14.20242228],[86.53629893],[48.56802119]
720,[688.61450622],[92.99578595],[114.27884907],[120.69477388],[63.43068949],[66.1493837],[0.],[110.20191837],[120.86310575]
721,[-1312.15733318],[-157.43697714],[-119.24594207],[-177.00168719],[-192.13097377],[-147.57602197],[-236.15050277],[-106.35452542],[-176.26070287]
722,[543.41883336],[110.2245282],[35.28947251],[73.18138632],[67.95113527],[76.00668607],[-8.8664505],[119.91272182],[69.71935367]
723,[601.31486144],[113.39878266],[46.28660723],[109.779108],[87.86987725],[34.42510144],[-0.00285196],[77.92043848],[131.63779833]
724,[635.18035005],[93.7171309],[47.17651862],[116.7416802],[69.82814425],[124.70190467],[0.],[87.38239595],[95.63257546]
725,[-1422.63089164],[-144.03806255],[-122.08367051],[-154.77686728],[-172.27268524],[-198.10211746],[-250.10455856],[-177.62490312],[-203.62802691]
726,[728.63168636],[102.37767533],[77.87870743],[164.09733465],[126.55449737],[60.28999474],[0.],[117.17375915],[80.25971769]
727,[714.13857445],[98.92237746],[92.52123871],[158.92564828],[65.51978977],[113.57005806],[-0.00095253],[74.6040404],[110.07637432]
728,[423.08467002],[59.66535034],[58.75375675],[45.33184022],[64.99757634],[95.53097197],[-5.4483872],[48.51775866],[55.73580293]
729,[-364.4334737],[-35.19982361],[-18.66841887],[-50.55279394],[-70.59482859],[-27.91480507],[-94.25217632],[-30.26796939],[-36.98265792]
730,[347.27285033],[39.30714784],[88.83836895],[43.96490357],[11.15395741],[31.07714905],[-14.65204278],[75.89641091],[71.68695538]
731,[500.0945835],[73.10341607],[71.12384138],[122.81230079],[34.43318983],[79.98937914],[-7.5036454],[87.78100921],[38.35509248]
732,[-747.72686727],[-97.8424243],[-84.8922541],[-83.77175543],[-110.01063831],[-135.88568806],[-169.09180592],[-42.52001865],[-23.71228249]
733,[-718.7900225],[-51.05650282],[-104.05370829],[-90.71815291],[-58.87423937],[-89.17535389],[-154.0499529],[-63.39206246],[-107.47004987]
734,[574.69814542],[77.5008345],[56.15984757],[67.2635109],[91.73523037],[96.61120433],[-11.2581803],[106.4113622],[90.27433585]
735,[-424.66358786],[-48.79538683],[-48.17375975],[-54.19346482],[-43.56325473],[-41.9411485],[-107.48798627],[-15.91280798],[-64.59577897]
736,[585.36776014],[90.22565583],[48.53737933],[116.47501009],[71.95432063],[85.22881298],[0.],[71.55687537],[101.38970591]
737,[624.89530765],[82.77950968],[105.65601374],[100.52082028],[91.70684979],[62.96713908],[0.],[102.08172655],[79.18324854]
738,[645.08497538],[106.21846123],[57.14331321],[98.25365739],[32.82745329],[112.01183924],[0.],[125.92588714],[112.70436388]
739,[663.85968606],[72.22549548],[126.5159272],[141.90232496],[112.28563639],[43.32579616],[-0.00062525],[76.84347202],[90.7616591]
740,[-317.44907238],[-63.9813779],[-39.58683695],[22.76907358],[-45.54436633],[-19.4105808],[-112.50969347],[-28.61962003],[-30.56567047]
741,[692.77181231],[113.7375052],[76.89073469],[144.81903466],[42.77386371],[60.86759787],[0.],[84.14315922],[169.53991696]
742,[-113.60610265],[78.12249412],[-22.94135528],[-55.12143137],[-14.92604545],[-14.57272482],[-85.99203462],[12.90046585],[-11.07547108]
743,[570.04779607],[65.99557316],[68.2956328],[123.22158838],[70.15110088],[55.04716974],[0.],[112.26027241],[75.07645871]
744,[21.91053739],[4.1033373],[0.11476076],[6.77948344],[6.23205381],[7.88761473],[-15.42464151],[12.74824299],[-0.53031413]
745,[575.50163353],[50.18451319],[87.37066684],[92.43671855],[48.99865641],[127.18563075],[0.],[116.25602428],[53.0694235]
746,[272.6080848],[5.09098533],[76.33969899],[96.9132267],[-0.40734639],[64.98813566],[-49.56991437],[39.7291358],[39.52416308]
747,[714.12659558],[120.17463684],[110.98322517],[115.88995308],[41.54825799],[97.91451806],[0.],[108.12476844],[119.491236]
748,[677.66400282],[72.60964236],[60.88194365],[172.89527468],[74.97356856],[36.55966524],[0.],[142.77587985],[116.96802848]
749,[-56.80632364],[-2.90323407],[-5.48256102],[-7.9668291],[-2.15655323],[-6.07736883],[-17.51713454],[-10.69850419],[-4.00413866]
750,[-157.83967565],[-19.60249905],[-19.58690208],[-19.66389443],[-19.63313359],[-19.60186638],[-20.49354319],[-19.21186435],[-20.04597259]
751,[58.75235195],[13.92206187],[11.78785857],[19.87140406],[4.35540506],[6.3332141],[-14.91626834],[4.68313657],[12.71554006]
752,[582.8593059],[124.97996507],[72.13087063],[89.26190788],[49.07410372],[86.3513231],[0.],[116.48007516],[44.58106034]
753,[-821.99065483],[-110.27225171],[-112.37450817],[-57.30287822],[-124.45016007],[-81.54760975],[-172.7123079],[-92.76241675],[-70.56852225]
754,[-723.50480304],[-22.1735486],[-75.04945602],[-67.10281047],[-99.26183932],[-111.35359548],[-168.50051902],[-88.62870356],[-91.43433058]
755,[682.77204652],[77.0375823],[99.89168874],[94.67191894],[88.17275536],[109.75664827],[0.],[119.73300986],[93.50844305]
756,[621.82053928],[85.72827508],[99.89566167],[121.85734057],[35.60938905],[89.2375714],[0.],[56.50463555],[132.98766595]
757,[586.3917556],[141.1397808],[55.52694941],[105.54720404],[83.84117422],[47.50667361],[0.],[57.34158502],[95.4883885]
758,[612.53078974],[74.62211313],[14.06757062],[96.31826688],[107.25775438],[64.6782197],[-7.02682104],[159.37497522],[103.23871085]
759,[647.42407934],[109.73382422],[59.95620116],[76.2108966],[118.63555581],[70.03729912],[0.],[64.84797441],[148.002328]
760,[673.72813148],[81.06102289],[161.28941553],[77.06657396],[125.69799531],[58.00110484],[-0.00172804],[82.93880979],[87.67493719]
761,[672.16736119],[125.32970241],[101.08045424],[57.61099903],[116.08705799],[67.71817571],[0.],[94.44170285],[109.89926896]
762,[619.91906222],[89.32143693],[69.96050968],[107.1334543],[69.10964114],[121.14068189],[0.],[82.97460126],[80.27873701]
763,[624.67946436],[137.92149636],[55.84172135],[112.34647708],[49.88076734],[76.87745019],[0.],[55.79678605],[136.01476598]
764,[606.76533938],[82.50397373],[70.65157261],[169.09784475],[57.81465628],[54.93293819],[0.],[87.23359921],[84.53075461]
765,[649.43004697],[67.50977879],[69.66316696],[113.22697315],[87.37470193],[72.0934533],[0.],[102.47648765],[137.08548519]
766,[735.03204608],[106.30956695],[98.20149838],[106.97604303],[111.6665994],[110.95987181],[-0.0204404],[90.95279644],[109.98611047]
767,[-14.29331233],[15.88047986],[-11.66864668],[26.19710513],[-28.2040903],[5.86418541],[-74.65911964],[37.47096975],[14.82580414]
768,[569.24913737],[77.52904065],[77.0458908],[70.96089592],[110.44347474],[63.95093213],[-1.458],[130.34441054],[40.43249258]
769,[397.98044917],[100.11493217],[74.2493836],[42.48011769],[50.40339191],[43.07689294],[-27.72589435],[39.30876656],[76.07285866]
770,[435.07229053],[57.92817069],[79.2257153],[97.98246631],[28.74937263],[68.74649137],[-19.75960068],[30.026332],[92.17334291]
771,[534.12277431],[107.28887013],[101.33243717],[69.24749123],[80.46991994],[69.97872213],[-16.30225598],[60.13940991],[61.96817976]
772,[386.66090769],[75.91005281],[91.94747143],[67.31811891],[39.60038935],[23.81899467],[-26.2157816],[79.14723401],[35.13442811]
773,[680.81404689],[106.35412513],[100.74202672],[94.16839449],[107.90510766],[43.4978652],[0.],[144.29879706],[83.84773062]
774,[-430.18857706],[-59.93068947],[-11.57600315],[-33.67326834],[-50.89723417],[-47.634998],[-134.90302113],[-89.11766319],[-2.45569961]
775,[-194.51395689],[1.43698465],[-44.99259606],[-7.23776634],[-3.88755895],[-50.48317797],[-95.17031273],[-4.74111302],[10.56158353]
776,[631.1274697],[63.19183738],[122.73292597],[97.22745794],[40.98607002],[135.2307608],[0.],[101.49466553],[70.26375205]
777,[-61.71669306],[1.64895301],[4.2134872],[-7.72378399],[-14.95344194],[-1.7704004],[-20.23933047],[-14.25934715],[-8.63282934]
778,[629.97690023],[75.47007705],[21.99489459],[81.7628167],[78.27122277],[119.661879],[0.],[93.99176777],[158.82424235]
779,[557.00027714],[123.86243404],[83.4961593],[93.75951849],[43.70317765],[24.7033405],[-12.81232336],[108.73313611],[91.55483441]
780,[675.72173519],[77.53819272],[74.59318357],[116.15774414],[87.92851818],[123.28530957],[0.],[116.64495191],[79.5738351]
781,[668.90175049],[131.19686981],[74.5898596],[113.22802724],[74.04013438],[88.0196981],[0.],[78.41396465],[109.41319671]
782,[605.70132874],[85.06147181],[90.63012073],[96.51609799],[76.5050674],[45.33541506],[-1.01500026],[141.47867142],[71.18948459]
783,[663.72415767],[139.87038903],[121.02464113],[100.97803557],[83.22118602],[91.01924843],[0.],[73.11059372],[54.50006377]
784,[629.10739947],[77.90241491],[72.93224828],[115.851241],[89.22889128],[43.58482912],[0.],[105.00466259],[124.6031123]
785,[641.35477043],[172.72072932],[91.73883574],[57.00659646],[68.03131664],[67.65899097],[0.],[110.13969159],[74.05860971]
786,[576.90121398],[82.87222165],[75.6553838],[97.59486189],[41.75014614],[95.75870007],[0.],[71.30428725],[111.96561317]
787,[701.90693045],[75.88752797],[106.83719464],[69.93795578],[84.68492808],[165.01252822],[-1.0313718],[79.71055043],[120.86761712]
788,[536.07192072],[55.13788173],[59.08948286],[80.28568912],[55.83108126],[98.91262706],[-0.0092768],[85.36758165],[101.45685383]
789,[597.1141868],[61.11967175],[98.37683069],[78.63389462],[51.23039409],[117.34210439],[0.],[96.1721914],[94.23909985]
790,[631.02698592],[145.53227749],[52.3417183],[87.14305746],[69.00660774],[88.98564148],[-2.],[87.71768177],[102.30000167]
791,[586.36433849],[86.82899157],[106.54399228],[100.83523686],[80.96151452],[47.16119473],[-8.20406709],[114.18549195],[58.05198367]
792,[573.94062137],[87.02541062],[67.74830036],[88.49174768],[46.15415184],[82.61595845],[-6.878],[90.46706086],[118.31599157]
793,[654.55039703],[81.02777939],[127.30697201],[117.51002181],[80.71983911],[45.72700955],[-0.00046819],[138.89494509],[63.36429825]
794,[588.11245103],[48.79199644],[80.00461613],[113.7863189],[65.05749719],[101.95687828],[0.],[55.24286903],[123.27227507]
795,[-1849.58643356],[-206.93052924],[-241.41587652],[-222.94343851],[-241.9791045],[-241.65801789],[-294.78634254],[-222.33731818],[-177.53580618]
796,[-360.45534293],[28.48561467],[-56.90286178],[-37.38386712],[-96.61156932],[-43.17036555],[-124.47808504],[29.50473792],[-59.89894671]
797,[536.75538312],[104.89343646],[78.18062477],[44.48467576],[77.15461113],[100.07582422],[-1.18098],[75.117089],[58.03010177]
798,[600.15010463],[68.30802126],[75.19239076],[42.33824915],[77.60531302],[121.02034096],[-0.0832801],[123.29613254],[92.47293703]
799,[585.05752691],[77.06214534],[96.79818797],[103.75711302],[28.24837659],[75.19434522],[0.],[102.11017066],[101.88718811]
800,[584.96233238],[64.74594522],[51.75765458],[45.87778155],[150.54644758],[99.34185942],[0.],[84.95463828],[87.73800575]
801,[5.81065832],[0.83570495],[8.91028431],[7.85402808],[-2.62692016],[3.503827],[-15.42464151],[-3.00944021],[5.76781587]
802,[663.85788538],[120.52939224],[87.39056099],[98.58053267],[60.11500788],[72.8414707],[0.],[134.23479486],[90.16612605]
803,[703.18696],[126.58802876],[92.12605428],[108.79078487],[106.66247334],[86.16571311],[0.],[74.75905666],[108.09484899]
804,[685.96805463],[62.61887327],[106.82610473],[125.76013905],[55.61025462],[84.53597787],[0.],[117.16525366],[133.45145142]
805,[133.08473028],[33.78485402],[21.66983499],[0.37238892],[19.16824837],[20.145709],[-12.25159022],[23.93048],[26.26480519]
806,[667.94176427],[141.98632231],[75.45764512],[105.20602272],[45.3464962],[95.93868464],[0.],[89.08052129],[114.926072]
807,[207.85771603],[4.76649712],[8.84457687],[28.79731683],[17.88101581],[44.46262752],[-10.434062],[58.47948165],[55.06026224]
808,[590.56741969],[51.91171344],[43.23805249],[101.18809802],[139.08532148],[96.27092052],[0.],[75.24556708],[83.62774668]
809,[568.67752834],[66.9228966],[76.96518475],[127.10841703],[32.61307849],[55.55666196],[-3.21118401],[114.12318912],[98.59928441]
810,[556.15149637],[112.55010036],[62.60759018],[104.18266012],[99.16613998],[22.22944258],[-5.1316758],[108.01381539],[52.53342356]
811,[667.42090894],[69.95929008],[39.66141017],[101.21753347],[79.16740101],[113.93755968],[0.],[151.3195537],[112.15816082]
812,[656.74909935],[88.15376096],[64.7691257],[119.86687804],[91.4051107],[82.86269031],[0.],[84.30204467],[125.38948897]
813,[610.50997571],[122.09785459],[103.77754709],[71.42612176],[87.57378439],[89.55396629],[0.],[62.17810953],[73.90259207]
814,[212.99299715],[19.82959262],[38.84326776],[34.28381092],[37.01963146],[26.9867247],[-11.39322085],[26.95987855],[40.46331197]
815,[549.57849452],[110.24566084],[56.08743525],[71.41374445],[82.53341769],[81.44211348],[0.],[78.54353901],[69.3125838]
816,[632.60609881],[70.6672732],[119.77481013],[51.91440685],[120.34848537],[59.9151243],[0.],[123.40792112],[86.57807785]
817,[657.62835651],[86.12322222],[136.87962113],[89.76224273],[107.14488578],[60.75963104],[0.],[102.71767866],[74.24107495]
818,[705.55672096],[115.08601243],[49.6083388],[144.18915467],[80.17567159],[118.65623625],[0.],[126.41973722],[71.42157]
819,[574.68209638],[86.52070771],[83.20580928],[120.16036059],[36.42987145],[69.03506752],[0.],[46.34536563],[132.9849142]
820,[654.99579552],[88.82921882],[90.49991351],[103.52022008],[96.89844606],[64.1135782],[0.],[119.90995935],[91.22445949]
821,[483.71619294],[67.32140568],[38.59981625],[101.46033601],[46.90961367],[91.60639847],[-16.52432811],[108.98084909],[45.36210189]
822,[622.54622957],[100.01049679],[76.32198038],[139.53896538],[69.67034083],[81.76007544],[-0.76951516],[68.81446775],[87.19941816]
823,[116.50091708],[-16.16768623],[-38.43815652],[30.44496869],[11.73602625],[33.59019862],[-60.15990215],[111.82759708],[43.66787133]
824,[650.61184675],[69.65275095],[98.25450004],[82.76624564],[101.10987797],[61.01080393],[0.],[116.16409026],[121.65357796]
825,[611.23491549],[93.6254658],[59.29174605],[114.11791594],[81.0504604],[59.68133435],[0.],[87.26376905],[116.20422391]
826,[469.25586351],[66.93258566],[50.02317945],[95.77373399],[35.56451725],[55.67314535],[-16.67342833],[83.47372402],[98.48840612]
827,[655.12963685],[78.68832729],[54.32038335],[104.1876397],[111.26095082],[50.30622132],[0.],[166.44409877],[89.92201561]
